time,cpu,memory,syscall_read,syscall_write,net_receive,net_send,net_latency,run_time,action,success
2024-09-27 06:08:36,0.7309,4.4304,81.3333,174.6667,9.3667,6.7667,0.88,0.0017,Rollback,1
2024-09-27 06:18:07,1.607,4.3892,81.3333,177.3333,9.0,8.8,0.775,0.5365169522634032,Migrate,1
2024-09-27 06:26:50,82.5747,7.0961,80.0,160.0,6.2333,4.5333,0.3563,0.2365176563264231,NoOps,1
2024-09-27 06:33:43,1.1058,4.4228,76.0,172.0,4.0333,5.2,0.7833,0.27857418839005976,Restart,1
2024-09-27 06:42:29,1.9511,4.3907,48.0,126.6667,11.3667,5.8333,1.25,0.6412350416500756,Migrate,1
2024-09-27 17:46:16,99.9762,7.354,92.0,198.6667,8.8,5.3,0.2175,4.167579438445377,NoOps,1
2024-09-27 19:09:31,99.8547,7.3868,89.3333,180.0,7.5667,4.8333,0.1525,4.289110600277926,Restart,1
2024-09-27 20:07:18,99.8424,7.0908,86.6667,176.0,6.9667,5.2,0.0956,1.0806690576546683,Restart,1
2024-09-27 20:28:04,1.6728,4.4106,85.3333,181.3333,6.0667,4.5,0.9,0.0016,Rollback,1
2024-09-27 20:37:33,1.1722,4.3991,62.6667,142.6667,6.8,9.2333,0.725,0.5726951496176386,Restart,1
2024-09-27 20:46:29,1.1358,4.4052,64.0,149.3333,3.3667,3.4333,0.8333,1.1309931622247436,Restart,1
2024-09-27 20:55:34,2.4714,4.3793,65.3333,161.3333,7.6667,4.4667,1.4,0.12196815714396267,Restart,1
2024-09-27 21:04:16,99.9077,7.2937,93.3333,189.3333,6.4333,4.6667,0.175,1.0202069850545872,NoOps,1
2024-09-28 20:58:00,1.3881,4.4289,77.3333,162.6667,8.2,5.9,0.8667,0.002,Rollback,1
2024-09-28 21:07:12,1.1479,4.3846,81.3333,182.6667,6.9333,9.4,0.8333,0.9847325612181639,Restart,1
2024-09-28 21:16:12,1.0047,4.4395,64.0,138.6667,10.1333,13.7667,0.8,1.1565565917118268,Migrate,1
2024-09-28 21:25:34,2.2322,4.3747,48.0,125.3333,10.6667,6.4667,0.95,0.890441486776025,Migrate,1
2024-09-28 21:34:37,67.8174,7.2212,82.6667,170.6667,3.1,2.2667,0.187,0.8170788667418665,NoOps,1
2024-10-01 00:57:07,1.6957,4.4189,84.0,180.0,5.9667,4.6,0.9,0.0021,Rollback,1
2024-10-01 01:06:45,1.4864,4.4395,61.3333,141.3333,7.3,9.6333,0.7786,1.2913916085175043,Migrate,1
2024-10-01 01:16:11,1.4037,4.4167,82.6667,194.6667,5.6333,6.9333,0.8313,0.993359561138501,Migrate,0
2024-10-01 01:25:25,2.0355,4.3793,70.6667,177.3333,4.2333,3.1,0.8875,0.8668026282448643,Restart,1
2024-10-01 01:34:29,100.0154,7.1091,93.3333,192.0,6.7,5.0667,0.2225,0.3976020548105167,Restart,1
2024-10-02 05:14:24,1.155,4.4228,98.6667,210.6667,6.1667,4.6667,0.9,0.002,Rollback,1
2024-10-02 05:24:25,1.1878,4.5395,85.3333,184.0,6.7,9.1333,0.8071,1.2992391118517543,Restart,0
2024-10-02 05:33:40,1.2869,4.3793,77.3333,173.3333,10.1,11.5667,0.825,0.5701056647870855,Restart,0
2024-10-02 05:42:45,2.2129,4.3953,53.3333,138.6667,6.3,4.5333,1.1,0.9881556225549395,Restart,1
2024-10-02 05:52:12,99.903,7.0847,92.0,188.0,8.2,6.0667,0.21,0.22460772615519775,NoOps,1
2024-10-03 07:15:01,1.6027,4.3968,82.6667,178.6667,5.9667,4.6333,0.89,0.002,Rollback,1
2024-10-03 07:24:56,1.2553,4.3709,82.6667,176.0,0.0,0.0,0.78,0.8204617589007744,Restart,1
2024-10-03 07:34:30,1.6822,4.5868,86.6667,188.0,8.5,12.0,0.8312,1.5778373147119837,Restart,1
2024-10-03 07:43:55,2.1544,4.4289,61.3333,154.6667,5.2,3.6333,1.525,0.5721773212180561,Restart,0
2024-10-03 07:53:31,99.9306,7.0633,120.0,232.0,6.4333,4.8333,0.205,0.40018323671338174,Restart,1
2024-10-04 00:51:44,14.4862,4.8546,384.0,2680.0,26.2333,17.8667,0.0962,0.669699189305162,Flow-Control,1
2024-10-04 01:38:00,15.6545,4.8546,405.3333,2712.0,19.9,13.7,0.0927,1.18126429366509,Flow-Control,0
2024-10-04 02:23:35,14.7129,4.8546,422.6667,2697.3333,26.2667,17.8333,0.0897,0.8760650212885411,Flow-Control,0
2024-10-04 03:09:58,15.1115,4.8546,438.6667,2726.6667,26.1,18.6333,0.0993,1.200512502913497,Flow-Control,0
2024-10-04 12:21:33,14.6178,4.8546,378.6667,2677.3333,31.6667,21.9667,0.0888,1.7473045062370551,Flow-Control,1
2024-10-05 08:36:50,1.5401,4.39,81.3333,177.3333,4.5,3.5,0.9125,0.002,Rollback,1
2024-10-05 08:46:43,1.1907,4.6486,72.0,154.6667,5.7667,7.9333,0.8,2.5160947398576083,Migrate,1
2024-10-05 08:56:08,1.5719,4.3976,85.3333,186.6667,3.6333,4.1,0.8143,0.45872000322678796,Restart,1
2024-10-05 09:05:31,1.9874,4.3945,49.3333,129.3333,3.2333,2.3667,1.225,0.5871854829591256,Migrate,1
2024-10-05 09:15:01,99.9306,7.2868,106.6667,213.3333,5.5333,4.1333,0.4312,0.2529850105076288,NoOps,1
2024-10-05 09:25:21,14.3862,4.6043,378.6667,2658.6667,34.3,23.4667,0.0785,0.6899192218968393,Flow-Control,1
2024-10-06 23:55:07,1.003,4.3983,61.7672,146.6476,5.9333,4.4333,0.9,0.0014,Rollback,1
2024-10-07 00:05:12,1.1174,4.4556,94.6667,212.0,6.4667,8.8333,0.79,1.8439764494853068,Migrate,1
2024-10-07 00:14:39,1.3525,4.4067,74.6667,160.0,2.7667,4.1,0.7929,0.43977931273758586,Restart,1
2024-10-07 00:23:57,2.1164,4.4029,50.6667,138.6667,3.8667,2.9,0.8583,0.8125493357540389,Restart,1
2024-10-07 00:33:32,99.936,7.2227,92.0,185.3333,3.9333,3.0333,0.169,0.8361423451799349,NoOps,1
2024-10-07 00:43:24,10.6615,4.586,328.0,2005.3333,27.5333,18.9,0.0966,1.10018657525905,Flow-Control,0
